arabic,arabic_romanization,hebrew,hebrew_romanization,pansemitic,layers
شَرَى,šarā,שַׂר,sár,sara,lemma_promoted
شَرَى,šarā,שָׁר,shar,šara,lemma_promoted
شَرَى,šarā,שָׁרָה,shará,šara,direct_cognate_ar→he
شَرَى,šarā,שָׂרָה,sará,sara,direct_cognate_ar→he;direct_cognate_he→ar
شَرَى,šarā,שרה,,,direct_cognate_ar→he
شَرَّ,šarra,סָרַר,sarár,sarar,direct_cognate_he→ar
شَرَّشَ,šarraša,שֹׁרֶשׁ,šóreš,šurš,shared_borrowing_source
شَرَّشَ,šarraša,שֹׁרַשׁ,šoráš,šurš,shared_borrowing_source
شَرِيش,šarīš,שֶׁרִי,shéri,šariš,shared_borrowing_source
شَرِيط,šarīṭ,סֶרֶט,séret,sariṭ,direct_cognate_he→ar
شَرْمُوطَة,šarmūṭa,סְמַרְטוּט,smartút,smarmuṭa,direct_cognate_ar→he
شَرْمُوطَة,šarmūṭa,שַׁרְמוּטָה,sharmúta,šarmuṭa,shared_borrowing_source
شَعَرَ,šaʕara,שֵׂעָר,se'ár,saʕara,direct_cognate_he→ar
شَعُرَ,šaʕura,שֵׂעָר,se'ár,saʕura,direct_cognate_he→ar
شَعِرَ,šaʕira,שֵׂעָר,se'ár,saʕr,direct_cognate_he→ar;shared_borrowing_source
شَعِير,šaʕīr,שְׂעוֹרָה,se'orá,saʕira,direct_cognate_ar→he
شَعْر,šaʕr,שֵׂעָר,se'ár,saʕr,direct_cognate_he→ar;shared_borrowing_source
شَفَة,šafa,שָׂפָה,safá,sapat,shared_borrowing_source
شَفَعَ,šafaʕa,שֶׁפַע,shéfa',šafaʕa,direct_cognate_ar→he;direct_cognate_he→ar;lemma_promoted
شَفَعَ,šafaʕa,שָׁפַע,shafá',šafaʕa,direct_cognate_ar→he;direct_cognate_he→ar;lemma_promoted
شَفَّرَ,šaffara,סִפְרָה,sifrá,kifra,shared_borrowing_source
شَفْع,šafʕ,שֶׁפַע,shéfa',šafaʕ,direct_cognate_ar→he
شَفْع,šafʕ,שָׁפַע,shafá',šafaʕ,direct_cognate_ar→he
شَكَرَ,šakara,שָׂכָר,sakhár,sakara,direct_cognate_ar→he
شَكْشُوكَة,šakšūka,שַׁקְשׁוּקָה,shakshúka,šakšuka,shared_borrowing_source
شَلَّال,šallāl,שְׁלוּלִית,shlulít,šalalit,direct_cognate_he→ar
شَمَر,šamar,שֻׁמָּר,šumár,šimru,direct_cognate_ar→he;direct_cognate_he→ar;shared_borrowing_source
شَمَّاس,šammās,שֶׁמֶשׁ,shémesh,samš,shared_borrowing_source
شَمْبَانْيَا,šambānyā,קַמְפֵּיְן,kampéin,kampus,shared_borrowing_source
شَمْبَانْيَا,šambānyā,קַמְפּוּס,kampus,kampus,shared_borrowing_source
شَمْبَانْيَا,šambānyā,שַׁמְפַּנְיָה,shampánya,šapan,shared_borrowing_source
شَمْس,šams,שֶׁמֶשׁ,shémesh,samš,shared_borrowing_source
شَمْعُون,šamʕūn,שִׁמְעוֹן,shim'ón,šimʔan,shared_borrowing_source
شَنَأَ,šanaʔa,שָׂנֵא,sané,sanaʔa,direct_cognate_ar→he;direct_cognate_he→ar
شَنَار,šanār,־לֶה •,-le,-tram,shared_borrowing_source
شَنَار,šanār,פוּטֶר,fúter,-tram,shared_borrowing_source
شَنِئَ,šaniʔa,שׂוֹנֵא,soné,saniʔa,lemma_promoted
شَهَرَ,šahara,סַהַר,sáhar,sahr,lemma_promoted
شَهَرَ,šahara,סֹהַר,sóhar,sahr,lemma_promoted
شَهَرَ,šahara,שַׂהַר,sáhar,sahr,lemma_promoted
شَهَّرَ,šahhara,סַהַר,sáhar,sahr,lemma_promoted
شَهَّرَ,šahhara,סֹהַר,sóhar,sahr,lemma_promoted
شَهَّرَ,šahhara,שַׂהַר,sáhar,sahr,lemma_promoted
شَهِيد,šahīd,שָׂהֵד,sahéd,sahid,direct_cognate_ar→he;direct_cognate_he→ar
شَهْر,šahr,סַהַר,sáhar,sahr,direct_cognate_he→ar;shared_borrowing_source
شَهْر,šahr,סֹהַר,sóhar,sahr,shared_borrowing_source
شَهْر,šahr,שַׂהַר,sáhar,sahr,direct_cognate_he→ar;shared_borrowing_source
شَوْق,šawq,שִׁוֵּק,shivék,suqum,shared_borrowing_source
شَوْق,šawq,שׁוּק,shuk,suqum,shared_borrowing_source
شَيْخ,šayḵ,שֵׁיךְ,shékh,šayx,shared_borrowing_source
شَيْطَان,šayṭān,שָׂטָן,śāṭān,saṭan,direct_cognate_ar→he;direct_cognate_he→ar;shared_borrowing_source
شَيْقَل,šayqal,שֶׁקֶל,shékel,šiqil,shared_borrowing_source
شُبَاط,šubāṭ,שְׁבָט,sh'vát,šabaṭum,shared_borrowing_source
شُبِر,šubir,שִׁבֵּר,shibér,sabar,lemma_promoted
شُبِر,šubir,שֶׁבֶר,shéver,šibir,lemma_promoted
شُبِر,šubir,שָׁבַר,shavár,sabar,lemma_promoted
شُبِر,šubir,שֻׁבַּר,shubár,sabar,lemma_promoted
شُرَّاب,šurrāb,גֶּרֶב,gérev,šurab,shared_borrowing_source
شُرَّاب,šurrāb,גָּרַב,garáv,šurab,shared_borrowing_source
شُرْش,šurš,שֹׁרֶשׁ,šóreš,šurš,shared_borrowing_source
شُعُر,šuʕur,שֵׂעָר,se'ár,suʕur,direct_cognate_he→ar
شُوفَان,šūfān,שִׁיפוֹן,shifón,šufan,direct_cognate_ar→he;direct_cognate_he→ar
شُوكُولَاتَة,šukūlāta,שׁוֹקוֹלָד,shokolád,šakalata,shared_borrowing_source
شِبِثّ,šibiṯṯ,שֶׁבֶת,shévet,,direct_cognate_ar→he;direct_cognate_he→ar;shared_borrowing_source
شِبْر,šibr,שִׁבֵּר,shibér,sabar,shared_borrowing_source;lemma_promoted
شِبْر,šibr,שֶׁבֶר,shéver,šibir,shared_borrowing_source;lemma_promoted
شِبْر,šibr,שָׁבַר,shavár,sabar,shared_borrowing_source;lemma_promoted
شِبْر,šibr,שֻׁבַּר,shubár,sabar,shared_borrowing_source;lemma_promoted
شِتَاء,šitāʔ,סְתָו,s'táv,sitaʔ,direct_cognate_ar→he;direct_cognate_he→ar
شِرْش,širš,שֹׁרֶשׁ,šóreš,šurš,shared_borrowing_source
شِرْش,širš,שֹׁרַשׁ,šoráš,šurš,shared_borrowing_source
شِعَار,šiʕār,שֵׂעָר,se'ár,siʕar,lemma_promoted
شِعْر,šiʕr,שְׁיָר,shyár,šiʕar,direct_cognate_ar→he
شِعْر,šiʕr,שִׁיר,shir,šiʕr,direct_cognate_ar→he
شِعْر,šiʕr,שִׁירָה,shirá,šiʕra,direct_cognate_ar→he
شِعْر,šiʕr,שֵׂעָר,se'ár,siʕar,direct_cognate_he→ar
شِعْر,šiʕr,שַׁיָּרָה,shayará,šiʕara,direct_cognate_ar→he
شِفْرَة,šifra,סִפְרָה,sifrá,kyfri,shared_borrowing_source
شِقُوبِيَّة,šiqūbiyya,סְכֶמָה,skhéma,sig,shared_borrowing_source
شِمَال,šimāl,שְׂמֹאל,s'mól,simaʔl,direct_cognate_ar→he;direct_cognate_he→ar;shared_borrowing_source
شِنَار,šinār,־לֶה •,-le,-tram,shared_borrowing_source
شِنَار,šinār,פוּטֶר,fúter,-tram,shared_borrowing_source
شِيح,šīḥ,שִׂיחַ,síakh,siax,direct_cognate_he→ar;shared_borrowing_source
شِيرَاز,šīrāz,שיראז,shiraz,širaz,shared_borrowing_source
شِيعَة,šīʕa,סִיעָה,si'á,siʕa,direct_cognate_ar→he;direct_cognate_he→ar
شِيك,šīk,צֶ׳ק,chek,šik,shared_borrowing_source
صَابُون,ṣābūn,סַבּוֹן,sabón,sapa,shared_borrowing_source
صَاحِب,ṣāḥib,סַחְבָּק,sákhbak,ṣaxib,shared_borrowing_source
صَاد,ṣād,צַיִד,tsáyid,ṣayid,lemma_promoted
صَاد,ṣād,צַיָּד,tsayád,ṣayad,lemma_promoted
صَادَ,ṣāda,צַיִד,tsáyid,ṣayida,lemma_promoted
صَادَ,ṣāda,צַיָּד,tsayád,ṣayda,lemma_promoted
صَادَ,ṣāda,צָד,tsad,ṣada,direct_cognate_ar→he
صَادِق,ṣādiq,צַדִּיק,tsadík,ṣadiq,direct_cognate_ar→he
صَادِق,ṣādiq,צָדִּי״ק,tsádik,ṣadiq,direct_cognate_ar→he
صَاع,ṣāʕ,סְאָה,se'a,ṣaʕa,direct_cognate_ar→he
صَافِن,ṣāfin,צָפַן,tsafán,ṣafan,shared_borrowing_source
صَاقُور,ṣāqūr,סִגְנוֹן,signón,sik,shared_borrowing_source
صَالَة,ṣāla,בְּרִיסֶל,brisel,sali,shared_borrowing_source
صَالَة,ṣāla,סַלְסָה,sálsa,sil,shared_borrowing_source
صَالَة,ṣāla,סָלוֹן,salón,sala,shared_borrowing_source
صَالَة,ṣāla,סוֹל,sol,sala,shared_borrowing_source
صَالُون,ṣālūn,בְּרִיסֶל,brisel,sali,shared_borrowing_source
صَالُون,ṣālūn,סַלְסָה,sálsa,sil,shared_borrowing_source
صَالُون,ṣālūn,סָלוֹן,salón,sala,shared_borrowing_source
صَالُون,ṣālūn,סוֹל,sol,sala,shared_borrowing_source
صَامَ,ṣāma,צָם,tsám,ṣama,direct_cognate_ar→he;direct_cognate_he→ar
صَامَ,ṣāma,צוֹם,tsom,ṣama,lemma_promoted
صَبَا,ṣabā,צָבָא,tsaváʾ,ṣabaʔ,direct_cognate_he→ar
صَبَابَة,ṣabāba,סַבַּבָּה,sabába,ṣababa,shared_borrowing_source
صَبَغَ,ṣabaḡa,צֶבַע,tséva',ṣabaga,direct_cognate_ar→he;direct_cognate_he→ar;lemma_promoted
صَبَغَ,ṣabaḡa,צַבָּע,tsabá',ṣabaga,direct_cognate_ar→he;direct_cognate_he→ar;lemma_promoted
صَبَغَ,ṣabaḡa,צָבַע,tsavá',ṣabaga,direct_cognate_ar→he;direct_cognate_he→ar;lemma_promoted
صَبَّ,ṣabba,סַבַּבָּה,sabába,ṣababa,lemma_promoted
صَبَّار,ṣabbār,צַבָּר,tsabár,ṣabar,shared_borrowing_source
صَبّ,ṣabb,סַבַּבָּה,sabába,ṣababa,lemma_promoted
صَبْغ,ṣabḡ,צֶבַע,tséva',ṣabag,direct_cognate_ar→he
صَبْغ,ṣabḡ,צַבָּע,tsabá',ṣabag,direct_cognate_ar→he
صَبْغ,ṣabḡ,צָבַע,tsavá',ṣabag,direct_cognate_ar→he
صَتَم,ṣatam,סְתָם,stám,ṣatam,direct_cognate_he→ar
صَتَم,ṣatam,סֶתֶם,sétem,ṣatam,direct_cognate_he→ar
صَتَم,ṣatam,סָתַם,satám,ṣatam,direct_cognate_he→ar
صَتَمَ,ṣatama,סְתָם,stám,ṣatama,direct_cognate_ar→he;direct_cognate_he→ar
صَتَمَ,ṣatama,סֶתֶם,sétem,ṣatama,direct_cognate_ar→he;direct_cognate_he→ar
صَتَمَ,ṣatama,סָתַם,satám,ṣatama,direct_cognate_ar→he;direct_cognate_he→ar
صَتَّمَ,ṣattama,סְתָם,stám,ṣatama,direct_cognate_he→ar
صَتَّمَ,ṣattama,סֶתֶם,sétem,ṣatama,direct_cognate_he→ar
صَتَّمَ,ṣattama,סָתַם,satám,ṣatama,direct_cognate_he→ar
صَحَارَى,ṣaḥārā,סָהָרָה,sahára,ṣaxara,shared_borrowing_source
صَحِيح,ṣaḥīḥ,צַח,tsákh,ṣaxix,direct_cognate_ar→he
صَحْرَاء,ṣaḥrāʔ,סָהָרָה,sahára,ṣaxara,lemma_promoted
صَحْن,ṣaḥn,צַלַּחַת,tsalákhat,ṣalaxan,direct_cognate_ar→he;direct_cognate_he→ar
صَدَعَ,ṣadaʕa,סוֹדָה לִשְׁתִיָּה,sōdá líš'tíyah,ṣaṣaʕa,shared_borrowing_source
صَدَف,ṣadaf,צֶדֶף,tsédef,ṣadap,shared_borrowing_source
صَدَقَة,ṣadaqa,צְדָקָה,ts'daká,ṣadaqa,direct_cognate_ar→he;direct_cognate_he→ar
صَدُقَة,ṣaduqa,צְדָקָה,ts'daká,ṣaduqa,direct_cognate_ar→he
صَرَحَ,ṣaraḥa,צְרִיחַ,ts'ríakh,ṣariaxa,lemma_promoted
صَرَخَ,ṣaraḵa,צָרַח,tsarákh,ṣaraxa,direct_cognate_ar→he;direct_cognate_he→ar
صَرَّحَ,ṣarraḥa,צְרִיחַ,ts'ríakh,ṣariaxa,lemma_promoted
صَرُحَ,ṣaruḥa,צְרִיחַ,ts'ríakh,ṣaruaxa,lemma_promoted
صَرْح,ṣarḥ,צְרִיחַ,ts'ríakh,ṣariax,direct_cognate_ar→he
صَرْصَر,ṣarṣar,צְרָצַר,tsratsár,ṣarṣar,direct_cognate_he→ar
صَعِدَ,ṣaʕida,צַעַד,tsá'ad,ṣaʕida,direct_cognate_ar→he
صَغُرَ,ṣaḡura,צָעִיר,tsa'ír,ṣagir,shared_borrowing_source
صَغِير,ṣaḡīr,צָעִיר,tsa'ír,ṣagir,direct_cognate_he→ar;shared_borrowing_source
صَفَر,ṣafar,סִפְרָה,sifrá,ṣafar,direct_cognate_he→ar
صَفَرَ,ṣafara,סִפְרָה,sifrá,ṣafara,direct_cognate_he→ar;lemma_promoted
صَفَرَ,ṣafara,צָפַר,tsafár,ṣafara,direct_cognate_he→ar
صَفَّرَ,ṣaffara,סִפְרָה,sifrá,ṣafara,direct_cognate_he→ar;lemma_promoted
صَفِرَ,ṣafira,סִפְרָה,sifrá,ṣafira,direct_cognate_he→ar;lemma_promoted
صَفْر,ṣafr,סִפְרָה,sifrá,ṣafra,direct_cognate_he→ar;lemma_promoted
صَفْصَاف,ṣafṣāf,צַפְצָפָה,tsaftsafá,ṣafṣafa,direct_cognate_ar→he
صَلَبَ,ṣalaba,צְלָב,tzlav,ṣalaba,direct_cognate_he→ar
صَلَبَ,ṣalaba,צָלַב,tzaláv,ṣalaba,direct_cognate_ar→he;direct_cognate_he→ar
صَلَى,ṣalā,צָלָה,tsalá,ṣala,direct_cognate_he→ar
صَلِيب,ṣalīb,צְלָב,tzlav,ṣalib,direct_cognate_he→ar
صَلِيب,ṣalīb,צָלַב,tzaláv,ṣalib,direct_cognate_he→ar
صَلْصَة,ṣalṣa,סַלְסָה,sálsa,salsa,shared_borrowing_source
صَلْصَة,ṣalṣa,סָלוֹן,salón,sil,shared_borrowing_source
صَلْصَة,ṣalṣa,סוֹל,sol,sil,shared_borrowing_source
صَنَم,ṣanam,צִלֵּם,tsilém,ṣanam,direct_cognate_he→ar
صَنَم,ṣanam,צֶלֶם,tsélem,ṣanam,direct_cognate_he→ar
صَنَم,ṣanam,צַלָּם,tsalám,ṣanam,direct_cognate_he→ar
صَنَوْبَر,ṣanawbar,צְנוֹבָּר,tsnobár,ṣanawbar,shared_borrowing_source
صَنْج,ṣanj,גִּיטָרָה,gitára,kinar,shared_borrowing_source
صَنْج,ṣanj,כִּנֶּרֶת,kinéret,kinar,shared_borrowing_source
صَنْج,ṣanj,כִּנּוֹר,kinór,kinar,shared_borrowing_source
صَنْعَاء,ṣanʕāʔ,צַנְעָא,tsan'a,ṣanʕaʔ,shared_borrowing_source
صَهَب,ṣahab,צָהֹב,tsahóv,ṣahab,direct_cognate_ar→he;direct_cognate_he→ar
صَهَّبَ,ṣahhaba,צָהֹב,tsahóv,ṣahaba,direct_cognate_ar→he;direct_cognate_he→ar;lemma_promoted
صَهِبَ,ṣahiba,צָהֹב,tsahóv,ṣahiba,direct_cognate_ar→he;direct_cognate_he→ar;lemma_promoted
صَوْرَة,ṣawra,צוֹר,tsór,sr,shared_borrowing_source
صَوْم,ṣawm,צוֹם,tsom,ṣawm,direct_cognate_ar→he;direct_cognate_he→ar
صَيَّاد,ṣayyād,צַיִד,tsáyid,ṣayad,direct_cognate_he→ar
صَيَّاد,ṣayyād,צַיָּד,tsayád,ṣayad,direct_cognate_he→ar
صَيْد,ṣayd,צַיִד,tsáyid,ṣayid,direct_cognate_ar→he;direct_cognate_he→ar
صَيْد,ṣayd,צַיָּד,tsayád,ṣayad,direct_cognate_ar→he;direct_cognate_he→ar
صَيْدَا,Ṣaydā,צִידוֹן,tsidón,,direct_cognate_ar→he;shared_borrowing_source
صَيْدُون,ṣaydūn,צִידוֹן,tsidón,,direct_cognate_ar→he;shared_borrowing_source
صُبّ,ṣubb,סַבַּבָּה,sabába,ṣababa,lemma_promoted
صُدَاع,ṣudāʕ,סוֹדָה לִשְׁתִיָּה,sōdá líš'tíyah,ṣudaʕ,shared_borrowing_source
صُرْصُور,ṣurṣūr,צְרָצַר,tsratsár,ṣuraṣur,direct_cognate_ar→he
صُفَّة,ṣuffa,סַפָּה,sapá,ṣupa,shared_borrowing_source
صُفَّة,ṣuffa,פְּסֵיפָס,psefás,psipas,shared_borrowing_source
صُفْر,ṣufr,סִפְרָה,sifrá,ṣufra,direct_cognate_he→ar;lemma_promoted
صُور,ṣūr,צוֹר,tsór,sr,shared_borrowing_source
صُور,ṣūr,שׁוֹפָר,shofár,šafar,shared_borrowing_source
صُورَة,ṣūra,צוּרָה,tsurá,ṣura,direct_cognate_ar→he;direct_cognate_he→ar
صِبًا,ṣiban,צָבָא,tsaváʾ,ṣiban,direct_cognate_he→ar
صِبَغ,ṣibaḡ,צֶבַע,tséva',ṣibag,direct_cognate_ar→he;lemma_promoted
صِبَغ,ṣibaḡ,צַבָּע,tsabá',ṣibag,direct_cognate_ar→he;lemma_promoted
صِبَغ,ṣibaḡ,צָבַע,tsavá',ṣibag,direct_cognate_ar→he;lemma_promoted
صِبْغ,ṣibḡ,צֶבַע,tséva',ṣibag,direct_cognate_ar→he;lemma_promoted
صِبْغ,ṣibḡ,צַבָּע,tsabá',ṣibag,direct_cognate_ar→he;lemma_promoted
صِبْغ,ṣibḡ,צָבַע,tsavá',ṣibag,direct_cognate_ar→he;lemma_promoted
صِبْغَة,ṣibḡa,צֶבַע,tséva',ṣibga,lemma_promoted
صِبْغَة,ṣibḡa,צַבָּע,tsabá',ṣibga,lemma_promoted
صِبْغَة,ṣibḡa,צָבַע,tsavá',ṣibga,lemma_promoted
صِدِّيق,ṣiddīq,צַדִּיק,tsadík,ṣidiq,direct_cognate_he→ar
صِفَة,ṣifa,סַפָּה,sapá,sip-pu,shared_borrowing_source
صِفَة,ṣifa,פְּסֵיפָס,psefás,psipas,shared_borrowing_source
صِفْر,ṣifr,סִפְרָה,sifrá,ṣipr,direct_cognate_he→ar;shared_borrowing_source;lemma_promoted
صِير,ṣīr,צִיר,tsír,ṣir,direct_cognate_ar→he
صِين,ṣīn,סִין,sin,ṣin,shared_borrowing_source
ضَأْن,ḍaʔn,צֹאן,tsón,ṣaʔn,direct_cognate_he→ar;shared_borrowing_source
ضَبَّ,ḍabba,צָב,tsáv,ṣab,lemma_promoted
ضَبُع,ḍabuʕ,צָבוֹעַ,tsavóa,ṣabuʕ,direct_cognate_he→ar;shared_borrowing_source
ضَبّ,ḍabb,צָב,tsáv,ṣab,direct_cognate_ar→he;direct_cognate_he→ar;shared_borrowing_source
ضَحَّكَ,ḍaḥḥaka,צָחַק,tsakhák,ṣaxaka,lemma_promoted
ضَحِك,ḍaḥik,צָחַק,tsakhák,ṣaxik,direct_cognate_ar→he
ضَحِكَ,ḍaḥika,צָחַק,tsakhák,ṣaxika,direct_cognate_he→ar;lemma_promoted
ضَحِكَ,ḍaḥika,שָׂחַק,saḥáq,ṣaxika,direct_cognate_he→ar
ضَرَا,ḍarā,צֳרִי,tsorí,ṣara,direct_cognate_he→ar
ضَرَّة,ḍarra,צַר,tsar,ṣarat,lemma_promoted
ضَرَّة,ḍarra,צָר,tsar,ṣarat,lemma_promoted
ضَرَّة,ḍarra,צָרָה,tsará,ṣarat,direct_cognate_he→ar;shared_borrowing_source
ضَعَّفَ,ḍaʕʕafa,צָעִיף,tsa'íf,ṣaʕafa,direct_cognate_he→ar;lemma_promoted
ضَعُفَ,ḍaʕufa,צָעִיף,tsa'íf,ṣaʕufa,direct_cognate_he→ar;lemma_promoted
ضَعْف,ḍaʕf,צָעִיף,tsa'íf,ṣaʕif,direct_cognate_he→ar;lemma_promoted
ضَفْدَعَ,ḍafdaʕa,צְפַרְדֵּעַ,tz'fardéa,ṣafdaʕia,direct_cognate_he→ar
ضَلَع,ḍalaʕ,צֵלָע,tselá,ṣalaʕ,lemma_promoted
ضَلَع,ḍalaʕ,צֶלַע,tséla,ṣalaʕ,lemma_promoted
ضَلَع,ḍalaʕ,צָלַע,tsalá,ṣalaʕ,lemma_promoted
ضَلَعَ,ḍalaʕa,צֵלָע,tselá,ṣalaʕa,lemma_promoted
ضَلَعَ,ḍalaʕa,צֶלַע,tséla,ṣalaʕa,lemma_promoted
ضَلَعَ,ḍalaʕa,צָלַע,tsalá,ṣalaʕa,lemma_promoted
ضَلَّعَ,ḍallaʕa,צֵלָע,tselá,ṣalaʕa,lemma_promoted
ضَلَّعَ,ḍallaʕa,צֶלַע,tséla,ṣalaʕa,lemma_promoted
ضَلَّعَ,ḍallaʕa,צָלַע,tsalá,ṣalaʕa,lemma_promoted
ضَلُعَ,ḍaluʕa,צֵלָע,tselá,ṣaluʕa,lemma_promoted
ضَلُعَ,ḍaluʕa,צֶלַע,tséla,ṣaluʕa,lemma_promoted
ضَلُعَ,ḍaluʕa,צָלַע,tsalá,ṣaluʕa,lemma_promoted
ضَلِعَ,ḍaliʕa,צֵלָע,tselá,ṣaliʕa,lemma_promoted
ضَلِعَ,ḍaliʕa,צֶלַע,tséla,ṣaliʕa,lemma_promoted
ضَلِعَ,ḍaliʕa,צָלַע,tsalá,ṣaliʕa,lemma_promoted
ضَلْع,ḍalʕ,צֵלָע,tselá,ṣalaʕ,direct_cognate_ar→he
ضَلْع,ḍalʕ,צֶלַע,tséla,ṣalaʕ,direct_cognate_ar→he
ضَلْع,ḍalʕ,צָלַע,tsalá,ṣalaʕ,direct_cognate_ar→he
ضُعْف,ḍuʕf,צָעִיף,tsa'íf,ṣuʕif,direct_cognate_he→ar;lemma_promoted
ضِدَّ,ḍidda,צַד,tsád,ṣida,direct_cognate_he→ar
ضِدّ,ḍidd,צַד,tsád,ṣid,direct_cognate_ar→he;direct_cognate_he→ar
ضِدّ,ḍidd,צָד,tsad,ṣid,direct_cognate_ar→he
ضِعْف,ḍiʕf,צָעִיף,tsa'íf,ṣiʕif,direct_cognate_he→ar;lemma_promoted
ضِفْدِع,ḍifdiʕ,צְפַרְדֵּעַ,tz'fardéa,ṣifardiaʕ,direct_cognate_ar→he;direct_cognate_he→ar
ضِلْع,ḍilʕ,צֵלָע,tselá,ṣilaʕ,direct_cognate_ar→he;direct_cognate_he→ar;lemma_promoted
ضِلْع,ḍilʕ,צֶלַע,tséla,ṣilaʕ,direct_cognate_ar→he;lemma_promoted
ضِلْع,ḍilʕ,צָלַע,tsalá,ṣilaʕ,direct_cognate_ar→he;lemma_promoted
طَابَع,ṭābaʕ,אֶצְבַּע,étsba,ʔiṭabaʕ,direct_cognate_ar→he
طَابَع,ṭābaʕ,דַּף,dáf,ṭupum,shared_borrowing_source
