kind,base,pos,stem,derivation,pansemitic,arabic,arabic_romanization,hebrew,hebrew_romanization,arabic_meaning,hebrew_meaning,proto_root,borrowed_from,evidence_count
lexeme,naqaya,verb,D,D,naqqaya,نَقَّى,naqqā,נִקָּה,niká,"to purify, to cleanse, to clean, to refine",to clean,nqy,,0
lexeme,naranj,noun,,,naranj,نَارَنْج,nāranj,אוֹרַנְז׳,óranzh,bitter orange (Citrus aurantium),"orange (the colour of a ripe fruit of an orange tree, midway between red and yellow)",nrnj,,0
lexeme,narkissas,name/noun,,,narkissas,نَرْجِس,narjis,נַרְקִיס,narkís,Narcissus gen. et spp.,"narcissus (any of several bulbous flowering plants, of the genus Narcissus, having white or yellow cup- or trumpet-shaped flowers, notably the daffodil)",nrjs,grc:νάρκισσος,0
lexeme,narwigia,name,,,narwigia,اَلنُّرْوِيج,an-nurwīj,נוֹרְבֶגְיָה,norvégya,Norway (a country in Scandinavia in Northern Europe),Norway (a country in Scandinavia in Northern Europe),nrwgy,la:Norvegia,0
lexeme,nasam,noun,,n+fem,nasama,نَسَمَة,nasama,נְשָׁמָה,neshamá,"breath, wiff, waft, breeze",breath,nsm,,0
lexeme,nasarit,noun,,n,nasarit,نَشْر,našr,נְסֹרֶת,n'sóret,sawing,sawdust,nśr,,2
lexeme,nasaxa,verb,G,G,nasaxa,نَسَخَ,nasaḵa,נָסַח,nasákh,to abolish,to tear down,nsḫ,,0
lexeme,nasaya,verb,D,D,nassaya,نَسَّى,nassā,נִשָּׁה,nishá,to cause to forget,"to cause to forget, make forget",nsy,,0
lexeme,nasaʔ,verb,G,G,nasaʔ,نَشَأَ,našaʔa,נָשָׂא,nasá,"to be raised, to be lifted, to rise up",to lift,nśʔ,,1
lexeme,natsi,adj/noun,,,natsi,نَازِيّ,nāziyy,נָאצִי,nátsi,Nazi,"Nazi: of or pertaining to the German Nazi Party, its members, its period in power, etc.",nzy,de:Nazi,0
lexeme,nawimbir,name,,,nawimbir,نُوفِمْبِر,nūfimbir,נוֹבֶמְבֶּר,novémber,November (eleventh month of the Gregorian calendar),November,nfmbr,la:November,0
lexeme,nawwla,noun,,,nawwla,نَوْل,nawl,נוּל,núl,loom,loom,nwl,,0
lexeme,naxala,verb,tD,tD,tanaxxala,تَنَحَّلَ,tanaḥḥala,הִתְנַחֵל,hitnakhél,"to borrow, to adopt",to inhabit,nḥl,,0
lexeme,naxil,noun,,n,naxil,نَحْل,naḥl,נְחִיל,n'khil,"bees, bee",swarm,nḥl,,1
lexeme,naxs,noun,,,naxs,نَحْس,naḥs,נַחְס,nákhs,"bad luck, misfortune","bad luck, misfortune",nḥs,,2
lexeme,nazaxa,verb,G,G,nazaxa,نَزَحَ,nazaḥa,זָנַח,zanákh,"to depart, to leave","to abandon, to desert, to leave",nzḥ,,0
lexeme,našaya,verb,G,G,našaya,نَسِيَ,nasiya,נָשָׁה,nashá,to forget,To forget,nsy,,0
lexeme,našr,name/noun,,,našr,نَسْر,nasr,נֶשֶׁר,nésher,an eagle,eagle,nsr,,0
lexeme,naʔimraʔ,noun,,n,naʔimraʔ,اِمْرَأَة,imraʔa,נָשִׁים,nashím,woman,women,mrʔ,,2
lexeme,naʕala,verb,G,G,naʕala,نَعَلَ,naʕala,נָעַל,na'ál,"to sole, to shoe","to wear (a shoe, sandal, boot, etc.)",nʕl,,0
lexeme,naʕam,verb,G,G,naʕam,نَعَمَ,naʕama,נָעַם,na'ám,to enjoy,to please,nʕm,,0
lexeme,naʕim,noun,,n,naʕim,نَعِيم,naʕīm,נֹעַם,nó'am,"bliss, delight",pleasantness,nʕm,,2
lexeme,naʕl,noun,,qatl,naʕl,نَعْل,naʕl,נַעַל,ná'al,a light shoe for human feet (such as a slipper),shoe,nʕl,,0
lexeme,naʕnaʕ,noun,,n,naʕnaʕ,نَعْنَاع,naʕnāʕ,נַעְנַע,na'na',mint,mint (the plant or its flavor),nʕnʕ,,0
lexeme,naṣir,adj/noun,,n+nisba,naṣiri,نَاصِرِيّ,nāṣiriyy,נוֹצְרִי,notsrí,Nazarene,Nazarene (of or referring to Nazareth),nṣr,,0
lexeme,naṣran,adj/noun,,n+nisba,naṣrani,نَصْرَانِيّ,naṣrāniyy,נוֹצְרִי,notsrí,a Christian,Christian,nṣrn,,0
lexeme,nigiw,name,,,nigiw,النَّقَب,an-naqab,נֶגֶב,négev,the Negev (a desert in Israel),Negev (a desert region in southern Israel),nqb,,0
lexeme,nilas,name,,,nilas,النِّيل,an-nīl,נִילוּס,nilus,the Nile,"Nile (a large river in Africa flowing through Khartoum and Cairo into the Mediterranean Sea, usually considered to be the longest river in the world)",nls,grc:Νεῖλος,1
lexeme,ninja,noun,,,ninja,نِينْجَا,nīnjā,נִינְגָ׳ה,nínja,ninja,ninja,nnj,en:ninja,0
lexeme,niptunus,name,,,niptunus,نِبْتُون,nibtūn,נֶפְּטוּן,néptun,Neptune,Neptune,nbtn,la:Neptunus,0
lexeme,niru,noun,,,niru,نِير,nīr,מָנוֹר,manór,"beam, a transverse piece of wood in a loom","beam (ploughbeam), the beam of a loom",nyr,,0
lexeme,nis,name,,,nis,نِيس,nīs,ניס,nis,"Nice (a coastal city, the capital of Alpes-Maritimes department in the Provence-Alpes-Côte d'Azur region in southeast France)","Nice (a coastal city, the capital of Alpes-Maritimes department in the Provence-Alpes-Côte d'Azur region in southeast France)",ns,fr:Nice,1
lexeme,nitau,name,,,nitau,الناتو,an-nātū,נָאט״וֹ,"nát""o",NATO,NATO,nt,en:NATO,0
lexeme,nixnu,pron,,,nixnu,نَحْنُ,naḥnu,נַחְנוּ,nákhnu,we (subject pronoun),We; the subject form of the first-person plural personal pronoun.,nḥn,,1
lexeme,nixuxas,noun,,n,nixuxas,نُحَاس,nuḥās,נְחֹשֶׁת,n'khóshet,copper,"copper (a reddish-brown metal, symbol Cu, and atomic number 29)",nḥst,,1
lexeme,niʔ,adj,,n,niʔ,نِيء,nīʔ,נָא,ná,"raw, uncooked",undercooked,nʔ,,0
lexeme,niʕam,noun,,n,niʕam,نِعْمَة,niʕma,נֹעַם,nó'am,"blessing, grace, benefit",pleasantness,nʕm,,1
lexeme,ntanyahu,name,,,ntanyahu,نِتَنْيَاهُو,nitanyāhū,נְתַנְיָהוּ,n'tanyáhu,a transliteration of the Hebrew surname נְתַנְיָהוּ (Netanyahu),a surname: Netanyahu,ntnyh,,0
lexeme,nu ziland,name,,,nu ziland,نِيُوزِيلَانْدَا,niyūzīlandā,נְיוּ זִילַנְד,nyú zíland,New Zealand (a country in Oceania),"New Zealand (a country and archipelago of Oceania, to the east of Australia).",nyzlnd,en:New Zealand,0
lexeme,nubuʔ,noun,,n+fem,nubuʔa,نُبُوءَة,nubūʔa,נְבוּאָה,n'vu'á,"a prophecy, a prediction",prophecy,nbʔ,,1
lexeme,nubuʔww,noun,,n+fem,nubuʔwwa,نُبُوَّة,nubuwwa,נְבוּאָה,n'vu'á,prophethood,prophecy,nbʔ,,1
lexeme,nuquṭ,noun,,n+fem,nuquṭa,نُقْطَة,nuqṭa,נְקֻדָּה,n'kudá,"dot, point",dot,nqṭ,,3
lexeme,nur,noun,,,nur,نَار,nār,נוּר,nur,fire,shining fire,nwr,,4
lexeme,nur,name/noun,,,nur,نُور,nūr,נוּר,nur,illumination,light,nr,,3
lexeme,nusarit,noun,,n,nusarit,نُشَارَة,nušāra,נְסֹרֶת,n'sóret,sawdust,sawdust,nśr,,1
lexeme,nusax,noun,,n,nusax,نُسْخَة,nusḵa,נוּסָח,nusákh,transcript,"text, wording",nsḫ,,0
lexeme,nyutran,noun,,,nyutran,نُوتْرُون,nutrūn,נֵיטְרוֹן,neitrón,neutron,neutron (a subatomic particle forming part of the nucleus of an atom and having no charge; it is a combination of an up quark and two down quarks),ntrn,en:neutron,0
lexeme,nyutran,noun,,,nyutran,نْيُوتْرُون,nyutrūn,נֵיטְרוֹן,neitrón,neutron,neutron (a subatomic particle forming part of the nucleus of an atom and having no charge; it is a combination of an up quark and two down quarks),nytrn,en:neutron,0
lexeme,padaya,verb,G,G,padaya,فَدَى,fadā,פָּדָה,padá,to free (someone) from captivity or from danger by paying a sum of money or by giving away something to buy him back; to ransom (someone),"to redeem, ransom",pdy,,0
lexeme,palad,noun,,,palad,فُولَاذ,fūlāḏ,פְּלָדָה,pladá,steel,"steel (an artificial metal produced from iron, harder and more elastic than elemental iron; used figuratively as a symbol of hardness)",plḏ,fa:پولاد,0
lexeme,panas,noun,,,panas,فَانُوس,fānūs,פַּנָּס,panás,lantern,a lamp,pns,grc:φανός,0
lexeme,pandakian,noun,,,pandakian,فُنْدُق,funduq,פּוּנְדָק,pundák,"inn, hotel",An inn: a boardinghouse or guesthouse or hotel.,pndq,grc:πανδοκεῖον,1
lexeme,paras,noun,,qatal,paras,فَرَس,faras,פָּרָשׁ,parásh,"horse, mare","horseman, cavalier, dragoon",prs,,0
lexeme,paraʔ,noun,,n,paraʔ,فَرَأ,faraʔ,פֶּרֶא,pére,"wild-ass, onager, especially a young male","wild, untamed",prr,,0
lexeme,paris,name/noun,,n,paris,فَارِس,fāris,פֶּרֶץ,pérets,Persia,"a male given name, Perez",prs,,0
lexeme,parix,noun,,n,parix,فَرْخ,farḵ,פְּרִיחָה,p'rikhá,sprout (of a plant),blossoming,prḫ,,3
lexeme,pars,noun,,qatl,pars,فَرْث,farṯ,פֶּרֶשׁ,péresh,"entrails, viscera, bowels, intestines, excretions",excrements of slaughtered animals found inside their entrails,prṯ,,0
lexeme,parsa,noun,,,parsa,فُرْس,furs,פָּרָס,parás,Persians,Persia,prs,peo:𐎱𐎠𐎼𐎿,0
lexeme,parw,noun,,,parw,فَرْو,farw,פרווה,parvá,"pelt, fur",fur garment,pry,,1
lexeme,parʔa,name/noun,,,parʔa,فِرْعَوْن,firʕawn,פַּרְעֹה,par'ó,a pharaoh (an ancient Egyptian ruler),pharaoh,prʕwn,,0
lexeme,pasix,noun,,n,pasix,الفَاسِخ,al-fāsiḵ,פֶּסַח,pésakh,"Passover, Pesach",Passover (Jewish feast / festival / holiday),psḫ,,0
lexeme,pasta,noun,,,pasta,بَاسْتَا,bāsta,פַּשְׁטִידָה,pashtidá,pasta,pastry,bstd,grc:παστά,0
lexeme,patax,verb,G,G,patax,فَتَحَ,fataḥa,פָּתַח,patákh,to begin,to start,ptḥ,,0
lexeme,patx,name/noun,,qatl,patx,فَتْح,fatḥ,פֶּתַח,pétakh,opening,opening,ptḥ,,1
lexeme,paulus,name,,,paulus,بُولُس,būlus,פּוֹל,pol,"a male given name from Ancient Greek, equivalent to English Paul",a male given name from English,bls,la:Paulus,0
lexeme,pawaxa,verb,G,G,pawaxa,فَاخَ,fāḵa,פּוּחַ,púakh,to blow noisily (of the wind),"to blow, to puff",pwḫ,,0
lexeme,pawir statian,noun,,,pawir statian,مَحَطَّة طَاقَة,maḥaṭṭat ṭāqa,תַּחֲנַת־כֹּחַ,takhanát-kóakh,"power station, power plant",A power station.,mḥṭtṭq,en:power station,0
lexeme,paxm,noun,,qatl,paxm,فَحْم,faḥm,פֶּחָם,pekhám,coal; charcoal,coal,pḥm,,0
lexeme,pay,noun,,,pay,فَم,fam,פֶּה,pe,mouth,mouth,pm,,0
lexeme,pašal,noun,,,pašal,فَشَل,fašal,פַשְׁלָה,fáshla,"disappointment, letdown, flop, dud, fiasco","gaffe, faux pas, blunder",fšl,,0
lexeme,paʕala,verb,G,G,paʕala,فَعَلَ,faʕala,פָּעַל,pa'al,to do,to do,pʕl,,0
lexeme,pidyan,noun,,n,pidyan,فِدْيَة,fidya,פִּדְיוֹן,pidyón,ransom,ransom,pdy,,0
lexeme,pidyaʔ,noun,,n,pidyaʔ,فِدَاء,fidāʔ,פִּדְיוֹן,pidyón,ransom,ransom,pdy,,0
lexeme,pijamaz,noun,,,pijamaz,بِيجَامَا,bījāmā,פִּיגָ׳מָה,pijáma,pyjamas,"pajamas, pyjamas",bjm,en:pyjamas,0
lexeme,pil,noun,,n,pil,فِيل,fīl,פִּיל,píl,elephant,elephant,pl,,0
lexeme,pilasapas,noun,,,pilasapas,فَيْلَسُوف,faylasūf,פִילוֹסוֹף,filosof,philosopher,philosopher,flsf,grc:φῐλόσοφος,1
lexeme,pilasṭin,name,,,pilasṭin,فِلَسْطِين,filasṭīn,פָלַסְטִין,falastín,"Palestine (a country in Western Asia, in the Middle East; the State of Palestine; the homeland of the Palestinian people)","Palestine (a country in Western Asia, in the Middle East; the State of Palestine; the homeland of the Palestinian people) (especially post-1948)",flsṭn,,2
lexeme,pilpil,noun,,,pilpil,فِلْفِل,filfil,פִּלְפֵּל,pilpél,"pepper (including sweet peppers, chilis as well as black pepper)",pepper (fruit of the capsicum),plpl,fa:پلپل,1
lexeme,pirsik,noun,,,pirsik,فِرْسِك,firsik,אֲפַרְסֵק,afarsék,peach (Prunus persica tree and fruit),"peach (any tree of species Prunus persica, native to China and now widely cultivated throughout temperate regions, having pink flowers and edible fruit)",frsk,,0
lexeme,pisax,noun,,,pisax,فِصْح,fiṣḥ,פֶּסַח,pésakh,"Passover, Pesach",Passover (Jewish feast / festival / holiday),pṣḥ,,1
lexeme,pittsa,noun,,,pittsa,بِيتْزَا,bītzā,פִּיצָה,pítsa,pizza,pizza,btz,it:pizza,1
lexeme,pi²¹⁴⁻²¹ tsin⁵⁵,name,,,pi²¹⁴⁻²¹ tsin⁵⁵,بِكِين,bikīn,בֵּייְגִ׳ינְג,beijing,Beijing (the capital city of China),"Beijing (a direct-administered municipality, the capital city of China)",bkng,zh:北京,0
lexeme,piʕal,noun,,n,piʕal,فِعْل,fiʕl,פֹּעַל,pó'al,verb,verb,pʕl,,2
lexeme,plastikus,noun,,,plastikus,بْلَاسْتِيك,blastīk,פְּלָסְטִיק,plástik,plastic,plastic: a solid polymer material,blstk,la:plasticus,0
lexeme,plutau,name,,,plutau,بْلُوتُو,blūtū,פּלוּטוֹ,plúto,Pluto (dwarf planet),"Pluto (the largest dwarf planet and formerly the ninth planet, represented by the symbol ♇ or ⯓, both now used mostly in astrology)",blt,en:Pluto,0
lexeme,praha,name,,,praha,بْرَاغ,brāḡ,פְּרָג,prag,Prague (the capital city of the Czech Republic),Prague (the capital city of the Czech Republic; the former capital of Czechoslovakia; the former capital of the Kingdom of Bohemia),brɡ,cs:Praha,0
lexeme,psipas,noun,,,psipas,فُسَيْفِسَاء,fusayfisāʔ,פְּסֵיפָס,psefás,mosaic,mosaic,psyfsʔ,grc:ψῆφος,0
lexeme,pul,noun,,n,pul,فُول,fūl,פּוֹל,pol,"fava beans, fava (Vicia faba)","broad bean, fava bean, fava (Vicia faba)",pl,,1
lexeme,pulani,noun,,n,pulani,فُلَان,fulān,פלוני,plóni,"A placeholder name for a person, used when a name is not known; a generic name; so-and-so","A placeholder name for a person, used when a name is not known; a generic name; so-and-so",pln,,0
lexeme,purattu,name,,,purattu,الْفُرَات,al-furāt,פְּרָת,p'rát,the Euphrates,Euphrates,lprt,,0
lexeme,purgus,noun,,,purgus,بُرْغُوث,burḡūṯ,פַּרְעוֹשׁ,par'ósh,flea,flea,brɣṯ,,0
lexeme,purṣ,noun,,qutl+fem,purṣa,فُرْضَة,furḍa,פִּרְצָה,pirtsá,"crevasse, fissure, gap","breach, opening",prḍ,,1
lexeme,pustuq,noun,,,pustuq,فُسْتُق,fustuq,פִיסְטוּק,fístuk,pistachio (Pistacia vera tree and fruit),pistachio (the nutlike fruit of this tree),fstq,,0
lexeme,puṭriy,noun,,n+fem,puṭriya,فُطْرَة,fuṭra,פִּטְרִיָּה,pitriyá,"fungus, mushroom",mushroom,pṭry,,0
lexeme,pysikas,noun,,,pysikas,فِيزِيقَا,fīzīqā,פִיזִיקָה,fízika,physics,"physics (the branch of science concerned with the study of the properties and interactions of space, time, matter and energy)",fzq,grc:φῠσῐκός,0
lexeme,qabara,verb,G,G,qabara,قَبَرَ,qabara,קָבַר,kavár,"to bury, to entomb","to bury, to inter",qbr,,0
lexeme,qabaṣa,verb,tD,tD,taqabbaṣa,تَقَبَّضَ,taqabbaḍa,הִתְקַבֵּץ,hitkabéts,"to be made closed like a hand, to contract, to be grasped together, to be bunched, to clench, to be shut","to be collected, to be assembled, to be agglomerated, to be gathered",qbḍ,,0
lexeme,qabaṣa,verb,G,G,qabaṣa,قَبَضَ,qabaḍa,קָבַץ,kaváts,"to collect, to gather","to gather, to collect,",qbḍ,,0
lexeme,qabr,noun,,qatl,qabr,قَبْر,qabr,קֶבֶר,kéver,"tomb, grave, sepulcher","grave, gravesite",qbr,,1
lexeme,qadama,verb,Š,Š,šaqdama,أَقْدَمَ,ʔaqdama,הִקְדִּים,hiqdīm,to dare,to arrive early,qdm,,0
lexeme,qadama,verb,tD,tD,taqaddama,تَقَدَّمَ,taqaddama,הִתְקַדֵּם,hitkadém,to proceed,"to advance, to proceed, to progress, to make progress, to move forward",qdm,,0
lexeme,qadama,verb,G,G,qadama,قَدَمَ,qadama,קָדַם,kadám,to precede,"to precede, to come before",qdm,,0
lexeme,qaddām,adj/noun,,qattaːl,qaddām,قُدَّام,quddām,קָדוּם,kadúm,masculine plural of قَادِم (qādim),"ancient, old, antique, immemorial, former, primitive",qdm,,0
lexeme,qadim,adj/noun,,n,qadim,قَادِم,qādim,קָדוּם,kadúm,"coming, approaching","ancient, old, antique, immemorial, former, primitive",qdm,,4
lexeme,qadim,adj,,n,qadim,قَدِيم,qadīm,קָדוּם,kadúm,"old, ancient","ancient, old, antique, immemorial, former, primitive",qdm,,4
lexeme,qadiyan,name,,,qadiyan,قَادِيَان,qādiyān,קַאדִיָאן,qādiyān,"Qadian (a town in Gurdaspur district, Punjab, India)","Qadian (a town and municipal council in Gurdaspur district, Punjab, India, the founding place of the Ahmadiyya community)",qdwḍ,ur:قادِیان,0
lexeme,qafaza,verb,G,G,qafaza,قَفَزَ,qafaza,קָפַץ,kafáts,"to jump, to leap",to jump,qfz,,0
lexeme,qafiz,noun,,n+fem,qafiza,قَفْزَة,qafza,קְפִיצָה,qfitsá,jump,"leap, spring, jump, jumping",qfz,,2
lexeme,qahira,name,,,qahira,الْقَاهِرَة,al-qāhira,קָהִיר,kahír,"Cairo (a governorate of Egypt, containing the capital city)","Cairo (a governorate of Egypt, containing the capital city)",lqhr,,0
lexeme,qahwa,noun,,,qahwa,قَهْوَة,qahwa,קַהְוָה,kahvá,coffee (the drink),coffee,qhy,,2
lexeme,qalala,verb,D,D,qallala,قَلَّلَ,qallala,קִלֵּל,kilél,"to lessen, to decrease, to reduce, to diminish","to curse, to cuss, to damn",qll,,0
lexeme,qalil,adj/noun,,n,qalil,قَلِيل,qalīl,קַל,kal,"few, little",light (of low importance),qll,,1
lexeme,qamīn,adj/noun,,qatiːl,qamīn,قَمِين,qamīn,קָמִין,kamin,"oven, furnace, kiln","hearth, crucible",qmn,ine-pro:kh₂em-,3
lexeme,qarara,verb,D,D,qarrara,قَرَّرَ,qarrara,קֵרֵר,kerér,"to decide, to resolve","to cool, to refrigerate",qrr,,0
lexeme,qarax,name,,,qarax,قَارُون,qārūn,קֹרַח,kórakh,Korah (biblical character),Korah,qrn,,0
lexeme,qarax,name,,,qarax,قُورَح,qūraḥ,קֹרַח,kórakh,Korah (biblical character),Korah,qrḥ,,0
lexeme,qaraʔ,verb,G,G,qaraʔ,قَرَأَ,qaraʔa,קָרָא,kará,to read,to read,qrʔ,,0
lexeme,qarib,verb,G,G,qarib,قَرُبَ,qaruba,קָרַב,karáv,"to be near, to come near, to approach",to approach.,qrb,,0
lexeme,qarib,verb,G,G,qarib,قَرِبَ,qariba,קָרַב,karáv,"to be near, to come near, to approach",to approach.,qrb,,0
lexeme,qarib,adj/noun,,n,qarib,قَرِيب,qarīb,קָרוֹב,karóv,"near, close, adjacent","close, near",qrb,,0
lexeme,qarn,noun,,,qarn,قَرْن,qarn,קֶרֶן,kéren,horn,"horn, bugle (Any of several musical wind instruments.)",qrn,,1
lexeme,qarnabiṭ,noun,,,qarnabiṭ,قَرْنَبِيط,qarnabīṭ,כְּרוּבִית,kruvít,cauliflower (Brassica oleracea var. botrytis),cauliflower,qrb,,0
lexeme,qarr,adj/noun,,n,qarr,قَرّ,qarr,קַר,qar,"cool, cold, chilly",cold,qrr,,2
lexeme,qarr,adj/noun,,n,qarr,قَرّ,qarr,קֹר,kór,"coldness, cold","cold, coldness",qrr,,4
lexeme,qarrir,adj,,n,qarrir,قَارّ,qārr,קָרִיר,karír,cold,"cool, cold in a pleasant way",qrr,,1
lexeme,qary,noun,,qatl+fem,qarya,قَرْيَة,qarya,קִרְיָה,kiryá,an urban area or community (such as a town or a city),"city, town",qry,,1
lexeme,qarīr,adj,,qatiːl,qarīr,قَرِير,qarīr,קָרִיר,karír,"cool, fresh","cool, cold in a pleasant way",qrr,,1
lexeme,qat,noun,,,qat,قَات,qāt,גָּת,gat,khat (Catha edulis),khat (Catha edulis),qt,,1
lexeme,qatal,verb,G,G,qatal,قَتَلَ,qatala,קָטַל,katál,"to kill, to slay, to murder","to kill, slay",qtl,,0
lexeme,qawama,verb,Š,Š,šaqwama,أَقَامَ,ʔaqāma,הֵקִים,hekím,"to set up, to erect","To erect, establish.",qwm,,0
lexeme,qawama,verb,G,G,qawama,قَامَ,qāma,קָם,qɔm,to stand up (to rise from lying or sitting position); to get up,"to rise, stand up",qwm,,0
lexeme,qaws,noun,,qatl,qaws,قَوْس,qaws,קֶשֶׁת,késhet,"bow, arch, vault",arch,qws,,1
lexeme,qaydam,noun,,n,qaydam,قَيْدَام,qaydām,הַקְדָּמָה,hakdamá,front,"foreword, preface",qdm,,0
lexeme,qaydum,noun,,n,qaydum,قَيْدُوم,qaydūm,הַקְדָּמָה,hakdamá,front,"foreword, preface",qdm,,0
lexeme,qayṣ,noun,,,qayṣ,قَيْظ,qayẓ,קַיִץ,káyits,midsummer,summer,qytṯ̣,,0
lexeme,qašš,noun,,n,qašš,قَشّ,qašš,קַשׁ,kash,"stubble, straw",straw,qš,,0
lexeme,qaʔim,adj,,n,qaʔim,قَائِم,qāʔim,מְקוֹמִי,m'komí,"vertical, erect, upright","Local: of, from, or in a given place.",qwm,,0
lexeme,qaṣan,adj,,n+nisba,qaṣani,قَصِيّ,qaṣiyy,קִיצוֹנִי,kitsoní,"far, remote","Extreme: far, intense, abnormal.",qṣw,,1
lexeme,qaṣara,verb,D,D,qaṣṣara,قَصَّرَ,qaṣṣara,קִצֵּר,kitsér,to shorten; to abbreviate,"To shorten (something), to make (something) shorter.",qṣr,,0
lexeme,qaṣin,adj/noun,,n,qaṣin,قَاضٍ,qāḍin,קִיצוֹנִי,kitsoní,"fatal, lethal, deadly","Extreme: far, intense, abnormal.",qḍy,,0
lexeme,qaṣir,adj,,n,qaṣir,قَصِير,qaṣīr,קָצָר,katsár,short,"short, having a short length or duration",qṣr,,3
lexeme,qaṣiyy,noun,,n,qaṣiyy,قَضِيَّة,qaḍiyya,קָצִין,katsín,"order, command",commissioned officer,qḍy,,0
lexeme,qaṣṣats,verb,G,G,qaṣṣats,قَصَّ,qaṣṣa,קָצַץ,katsáts,to cut,"to chop, to dice",qt͡sṣ,,1
lexeme,qaṣṣāb,noun,,qattaːl,qaṣṣāb,قَصَّاب,qaṣṣāb,קַצָּב,katsáv,"butcher, slaughterer",butcher,qṣb,,1
lexeme,qaṭafa,verb,G,G,qaṭafa,قَطَفَ,qaṭafa,קָטַף,katáf,"to pluck, to pick, to reap","to pick; to pluck (flowers, fruit, etc.)",qṭf,,0
lexeme,qaṭb,noun,,,qaṭb,قَطْب,qaṭb,קֹטֶב,kótev,puncture-vine (Tribulus spp.),puncture-vine (Tribulus spp.),qṭb,,1
lexeme,qaṭb,noun,,,qaṭb,قُطْب,quṭb,קֹטֶב,kótev,pole,pole,qṭb,,1
lexeme,qaṭipa,noun,,,qaṭipa,قَطِيفَة,qaṭīfa,קְטִיפָה,k'tifá,"satin, velvet",velvet,qṭp,,0
lexeme,qiriš,noun,,n,qiriš,قِرْش,qirš,כָּרִישׁ,karísh,shark,shark,qrš,la:grossus,1
lexeme,qiṭar,noun,,n,qiṭar,قِطَار,qiṭār,קַטָּר,katár,train,A locomotive (The power unit of a train),qṭr,,3
lexeme,qiṭṭul,noun,,n,qiṭṭul,قِطّ,qiṭṭ,חָתוּל,khatúl,"cat, tomcat",cat,qṭl,,0
lexeme,qlidaʔ,noun,,,qlidaʔ,إِقْلِيد,ʔiqlīd,קְלִיד,k'lid,key,key (part of a piano or musical keyboard),qld,,1
lexeme,qlill,noun,,n+fem,qlilla,قِلَّة,qilla,קְלָלָה,k'lalá,"lack, want, poverty",misfortune,qll,,1
lexeme,qubbaʕ,noun,,n,qubbaʕ,قُبَّعَة,qubbaʕa,כּוֹבַע,kóva,hat,hat,qbʕ,,0
lexeme,qudš,noun,,,qudš,قُدُس,qudus,קִדּוּשׁ,kidúsh,"sanctity, holiness",sanctification,qds,,1
lexeme,qupda,noun,,,qupda,قُنْفُذ,qunfuḏ,קִפּוֹד,qippṓḏ,hedgehog,hedgehog,qpḏ,,0
lexeme,qurban,noun,,n,qurban,قُرْبَان,qurbān,קורבן,korbán,"sacrificial animal, victim","a ritual sacrifice, as of an animal",qrbn,,0
lexeme,qurr,noun,,n,qurr,قُرّ,qurr,קֹר,kór,"cold, coolness, coldness, chilliness, frigidity","cold, coldness",qr,,2
lexeme,qurum,name,,,qurum,الْقِرِم,al-qirim,קְרִים,krim,"Crimea (a geographic region and peninsula in Eastern Europe, jutting out into the Black Sea; de facto occupied and annexed in 2014 as a republic of Russia, but internationally recognized as an autonomous republic of Ukraine :)","Crimea (a geographic region and peninsula in Eastern Europe, jutting out into the Black Sea; de facto occupied and annexed in 2014 as a republic of Russia, but internationally recognized as an autonomous republic of Ukraine :)",lqrm,crh:Qırım,0
lexeme,qurʔan,name,,,qurʔan,الْقُرْآن,al-qurʔān,קֻרְאָן,kur'án,the Qur’an,Qur'an,qrʔ,,0
lexeme,quṭn,noun,,,quṭn,قُطْن,quṭn,כֻּתְנָה,kutná,cotton,cotton,qṭn,,0
lexeme,quṭr,noun,,,quṭr,قُطْر,quṭr,קֹטֶר,kóter,diameter,diameter,qṭr,,0
lexeme,rabat,noun,,,rabat,رُوبُوت,rōbōt,רוֹבּוֹט,robot,robot,"robot (mechanical or virtual, artificial agent)",rbt,cs:robot,0
lexeme,rabb,verb,G,G,rabb,رَبَّ,rabba,רַב,ráv,"to grow, to increase, to become greater","To multiply, to become many.",rbb,,0
lexeme,rabb,adj/adv,,,rabb,رُبَّ,rubba,רַב,ráv,many,"Many, much.",rb,,1
lexeme,rabiʕ,adj,,n,rabiʕ,رَابِع,rābiʕ,רְבִיעִי,r'vi'í,fourth,fourth,rbʕ,,1
lexeme,rabiʕaʕašara,adj,,G,rabiʕaʕašara,رَابِعَ عَشَرَ,rābiʕa ʕašara,רְבִיעִי,r'vi'í,fourteenth,fourth,rbʕ,,2
lexeme,radafa,verb,G,G,radafa,رَدَفَ,radafa,רָדַף,radáf,to follow,to follow after,rdf,,0
lexeme,ragiba,verb,G,G,ragiba,رَغُبَ,raḡuba,רָעַב,ra'áv,"to be greedy, to be gluttonous","to hunger, to be malnourished",rɣb,,0
lexeme,rajama,verb,G,G,rajama,رَجَمَ,rajama,רָגַם,ragám,"to stone, to lapidate, to throw stones at",to stone to death,rjm,,0
lexeme,rakaʕa,verb,G,G,rakaʕa,رَكَعَ,rakaʕa,כָּרַע,karáʿ,"to bow, to kneel, to kowtow",to kneel,rkʕ,,0
lexeme,rakaṣa,verb,G,G,rakaṣa,رَكَضَ,rakaḍa,רָץ,rats,"to race, to rush, to run","To run; to go fast, to visit quickly.",rkḍ,,0
